Store,Date,Volume (units), Sales ($s) , Price 
3,5/26/2019,124," $1,859 ", $14.99 
3,5/25/2019,139," $1,906 ", $13.72 
3,5/24/2019,94," $1,409 ", $14.99 
3,5/23/2019,121," $1,746 ", $14.43 
3,5/22/2019,86," $1,289 ", $14.99 
3,5/21/2019,84," $1,259 ", $14.99 
3,5/20/2019,98," $1,469 ", $14.99 
3,5/19/2019,89," $1,334 ", $14.99 
3,5/18/2019,131," $1,964 ", $14.99 
3,5/17/2019,107," $1,604 ", $14.99 
3,5/16/2019,99," $1,484 ", $14.99 
3,5/15/2019,65, $968 , $14.89 
3,5/14/2019,92," $1,379 ", $14.99 
3,5/13/2019,169," $1,975 ", $11.69 
3,5/12/2019,101," $1,274 ", $12.62 
3,5/11/2019,212," $2,647 ", $12.49 
3,5/10/2019,126," $1,887 ", $14.97 
3,5/9/2019,176," $2,234 ", $12.69 
3,5/8/2019,75," $1,124 ", $14.99 
3,5/7/2019,103," $1,544 ", $14.99 
3,5/6/2019,156," $2,073 ", $13.29 
3,5/5/2019,106," $1,547 ", $14.60 
3,5/4/2019,97," $1,454 ", $14.99 
3,5/3/2019,175," $2,156 ", $12.32 
3,5/2/2019,120," $1,699 ", $14.16 
3,5/1/2019,84," $1,259 ", $14.99 
3,4/30/2019,115," $1,724 ", $14.99 
3,4/29/2019,126," $1,889 ", $14.99 
3,4/28/2019,137," $1,819 ", $13.27 
3,4/27/2019,117," $1,754 ", $14.99 
3,4/26/2019,67, $999 , $14.91 
3,4/25/2019,64, $938 , $14.66 
3,4/24/2019,113," $1,694 ", $14.99 
3,4/23/2019,164," $2,027 ", $12.36 
3,4/22/2019,63, $944 , $14.99 
3,4/21/2019,112," $1,679 ", $14.99 
3,4/20/2019,98," $1,469 ", $14.99 
3,4/19/2019,134," $1,752 ", $13.07 
3,4/18/2019,84," $1,248 ", $14.86 
3,4/17/2019,113," $1,694 ", $14.99 
3,4/16/2019,95," $1,424 ", $14.99 
3,4/15/2019,102," $1,529 ", $14.99 
3,4/14/2019,124," $1,859 ", $14.99 
3,4/13/2019,106," $1,584 ", $14.95 
3,4/12/2019,122," $1,758 ", $14.41 
3,4/11/2019,114," $1,690 ", $14.82 
3,4/10/2019,107," $1,600 ", $14.96 
3,4/9/2019,116," $1,739 ", $14.99 
3,4/8/2019,100," $1,499 ", $14.99 
3,4/7/2019,165," $1,902 ", $11.53 
3,4/6/2019,128," $1,743 ", $13.62 
3,4/5/2019,70," $1,144 ", $16.34 
3,4/4/2019,99," $1,484 ", $14.99 
3,4/3/2019,116," $1,714 ", $14.78 
3,4/2/2019,49, $735 , $14.99 
3,4/1/2019,147," $1,981 ", $13.48 
3,3/31/2019,131," $1,964 ", $14.99 
3,3/30/2019,88," $1,271 ", $14.45 
3,3/29/2019,126," $1,835 ", $14.57 
3,3/28/2019,135," $1,986 ", $14.71 
3,3/27/2019,97," $1,454 ", $14.99 
3,3/26/2019,119," $1,784 ", $14.99 
3,3/25/2019,122," $1,829 ", $14.99 
3,3/24/2019,143," $1,849 ", $12.93 
3,3/23/2019,101," $1,514 ", $14.99 
3,3/22/2019,134," $2,009 ", $14.99 
3,3/21/2019,124," $1,859 ", $14.99 
3,3/20/2019,105," $1,574 ", $14.99 
3,3/19/2019,109," $1,634 ", $14.99 
3,3/18/2019,100," $1,499 ", $14.99 
3,3/17/2019,205," $2,247 ", $10.96 
3,3/16/2019,167," $2,131 ", $12.76 
3,3/15/2019,140," $2,046 ", $14.61 
3,3/14/2019,140," $1,973 ", $14.09 
3,3/13/2019,123," $1,844 ", $14.99 
3,3/12/2019,105," $1,541 ", $14.67 
3,3/11/2019,109," $1,634 ", $14.99 
3,3/10/2019,111," $1,664 ", $14.99 
3,3/9/2019,102," $1,529 ", $14.99 
3,3/8/2019,127," $1,904 ", $14.99 
3,3/7/2019,124," $1,811 ", $14.61 
3,3/6/2019,113," $1,694 ", $14.99 
3,3/5/2019,109," $1,634 ", $14.99 
3,3/4/2019,97," $1,454 ", $14.99 
3,3/3/2019,126," $1,889 ", $14.99 
3,3/2/2019,145," $2,027 ", $13.98 
3,3/1/2019,53, $794 , $14.99 
3,2/28/2019,199," $2,160 ", $10.86 
3,2/27/2019,75," $1,124 ", $14.99 
3,2/26/2019,85," $1,274 ", $14.99 
3,2/25/2019,130," $1,949 ", $14.99 
3,2/24/2019,107," $1,604 ", $14.99 
3,2/23/2019,78," $1,164 ", $14.93 
3,2/22/2019,116," $1,739 ", $14.99 
3,2/21/2019,60, $899 , $14.99 
3,2/20/2019,186," $2,286 ", $12.29 
3,2/19/2019,185," $2,408 ", $13.01 
3,2/18/2019,76," $1,139 ", $14.99 
3,2/17/2019,88," $1,319 ", $14.99 
3,2/16/2019,110," $1,649 ", $14.99 
3,2/15/2019,72," $1,079 ", $14.99 
3,2/14/2019,105," $1,574 ", $14.99 
3,2/13/2019,115," $1,724 ", $14.99 
3,2/12/2019,163," $1,899 ", $11.65 
3,2/11/2019,75," $1,124 ", $14.99 
3,2/10/2019,172," $2,123 ", $12.34 
3,2/9/2019,95," $1,424 ", $14.99 
3,2/8/2019,81," $1,214 ", $14.99 
3,2/7/2019,114," $1,626 ", $14.26 
3,2/6/2019,54, $809 , $14.99 
3,2/5/2019,105," $1,574 ", $14.99 
3,2/4/2019,186," $2,256 ", $12.13 
3,2/3/2019,118," $1,769 ", $14.99 
3,2/2/2019,121," $1,753 ", $14.49 
3,2/1/2019,93," $1,394 ", $14.99 
3,1/31/2019,159," $2,091 ", $13.15 
3,1/30/2019,117," $1,754 ", $14.99 
3,1/29/2019,93," $1,394 ", $14.99 
3,1/28/2019,111," $1,664 ", $14.99 
3,1/27/2019,83," $1,244 ", $14.99 
3,1/26/2019,87," $1,304 ", $14.99 
3,1/25/2019,102," $1,529 ", $14.99 
3,1/24/2019,84," $1,259 ", $14.99 
3,1/23/2019,85," $1,262 ", $14.84 
3,1/22/2019,97," $1,454 ", $14.99 
3,1/21/2019,156," $1,870 ", $11.98 
3,1/20/2019,108," $1,574 ", $14.57 
3,1/19/2019,109," $1,529 ", $14.03 
3,1/18/2019,90," $1,340 ", $14.89 
3,1/17/2019,95," $1,424 ", $14.99 
3,1/16/2019,104," $1,559 ", $14.99 
3,1/15/2019,131," $1,772 ", $13.53 
3,1/14/2019,96," $1,303 ", $13.57 
3,1/13/2019,150," $1,786 ", $11.90 
3,1/12/2019,185," $2,350 ", $12.70 
3,1/11/2019,110," $1,649 ", $14.99 
3,1/10/2019,72," $1,079 ", $14.99 
3,1/9/2019,111," $1,529 ", $13.78 
3,1/8/2019,151," $2,028 ", $13.43 
3,1/7/2019,132," $1,979 ", $14.99 
3,1/6/2019,81," $1,214 ", $14.99 
3,1/5/2019,157," $1,802 ", $11.48 
3,1/4/2019,98," $1,469 ", $14.99 
3,1/3/2019,104," $1,484 ", $14.27 
3,1/2/2019,157," $2,199 ", $14.01 
3,1/1/2019,208," $2,672 ", $12.84 
4,8/31/2019,165," $2,407 ", $14.59 
4,8/30/2019,122," $1,710 ", $14.02 
4,8/29/2019,157," $1,813 ", $11.55 
4,8/28/2019,124," $1,708 ", $13.78 
4,8/27/2019,122," $1,642 ", $13.46 
4,8/26/2019,112," $1,565 ", $13.98 
4,8/25/2019,139," $1,958 ", $14.09 
4,8/24/2019,88," $1,319 ", $14.99 
4,8/23/2019,180," $1,920 ", $10.66 
4,8/22/2019,116," $1,671 ", $14.40 
4,8/21/2019,163," $2,174 ", $13.34 
4,8/20/2019,118," $1,769 ", $14.99 
4,8/19/2019,219," $2,382 ", $10.88 
4,8/18/2019,94," $1,409 ", $14.99 
4,8/17/2019,143," $1,933 ", $13.52 
4,8/16/2019,128," $1,919 ", $14.99 
4,8/15/2019,194," $2,241 ", $11.55 
4,8/14/2019,110," $1,649 ", $14.99 
4,8/13/2019,95," $1,424 ", $14.99 
4,8/12/2019,193," $2,264 ", $11.73 
4,8/11/2019,116," $1,739 ", $14.99 
4,8/10/2019,128," $1,919 ", $14.99 
4,8/9/2019,90," $1,349 ", $14.99 
4,8/8/2019,139," $2,084 ", $14.99 
4,8/7/2019,80," $1,199 ", $14.99 
4,8/6/2019,115," $1,671 ", $14.53 
4,8/5/2019,127," $1,755 ", $13.82 
4,8/4/2019,102," $1,529 ", $14.99 
4,8/3/2019,103," $1,544 ", $14.99 
4,8/2/2019,114," $1,709 ", $14.99 
4,8/1/2019,61, $914 , $14.99 
4,7/31/2019,87," $1,304 ", $14.99 
4,7/30/2019,102," $1,529 ", $14.99 
4,7/29/2019,120," $1,686 ", $14.05 
4,7/28/2019,59, $884 , $14.99 
4,7/27/2019,54, $809 , $14.99 
4,7/26/2019,83," $1,244 ", $14.99 
4,7/25/2019,95," $1,424 ", $14.99 
4,7/24/2019,101," $1,514 ", $14.99 
4,7/23/2019,123," $1,844 ", $14.99 
4,7/22/2019,102," $1,529 ", $14.99 
4,7/21/2019,136," $1,678 ", $12.34 
4,7/20/2019,88," $1,319 ", $14.99 
4,7/19/2019,146," $1,868 ", $12.80 
4,7/18/2019,131," $1,713 ", $13.08 
4,7/17/2019,127," $1,904 ", $14.99 
4,7/16/2019,112," $1,603 ", $14.31 
4,7/15/2019,134," $1,936 ", $14.45 
4,7/14/2019,108," $1,540 ", $14.26 
4,7/13/2019,144," $2,059 ", $14.30 
4,7/12/2019,116," $1,626 ", $14.02 
4,7/11/2019,91," $1,307 ", $14.36 
4,7/10/2019,189," $1,923 ", $10.17 
4,7/9/2019,97," $1,454 ", $14.99 
4,7/8/2019,88," $1,319 ", $14.99 
4,7/7/2019,134," $1,849 ", $13.80 
4,7/6/2019,96," $1,439 ", $14.99 
4,7/5/2019,131," $1,964 ", $14.99 
4,7/4/2019,106," $1,589 ", $14.99 
4,7/3/2019,168," $2,019 ", $12.02 
4,7/2/2019,117," $1,754 ", $14.99 
4,7/1/2019,132," $1,781 ", $13.49 
4,6/30/2019,45, $696 , $15.46 
4,6/29/2019,128," $1,919 ", $14.99 
4,6/28/2019,95," $1,424 ", $14.99 
4,6/27/2019,112," $1,509 ", $13.48 
4,6/26/2019,151," $1,931 ", $12.78 
4,6/25/2019,90," $1,349 ", $14.99 
4,6/24/2019,77," $1,154 ", $14.99 
4,6/23/2019,112," $1,535 ", $13.71 
4,6/22/2019,138," $1,966 ", $14.25 
4,6/21/2019,119," $1,753 ", $14.73 
4,6/20/2019,135," $2,024 ", $14.99 
4,6/19/2019,73," $1,094 ", $14.99 
4,6/18/2019,149," $1,861 ", $12.49 
4,6/17/2019,163," $1,897 ", $11.64 
4,6/16/2019,162," $1,814 ", $11.20 
4,6/15/2019,120," $1,747 ", $14.56 
4,6/14/2019,122," $1,829 ", $14.99 
4,6/13/2019,169," $2,149 ", $12.72 
4,6/12/2019,98," $1,469 ", $14.99 
4,6/11/2019,156," $2,332 ", $14.95 
4,6/10/2019,111," $1,633 ", $14.71 
4,6/9/2019,196," $2,302 ", $11.75 
4,6/8/2019,63, $944 , $14.99 
4,6/7/2019,137," $1,950 ", $14.24 
4,6/6/2019,147," $2,015 ", $13.71 
4,6/5/2019,98," $1,469 ", $14.99 
4,6/4/2019,135," $1,605 ", $11.89 
4,6/3/2019,93," $1,394 ", $14.99 
4,6/2/2019,94," $1,409 ", $14.99 
4,6/1/2019,99," $1,454 ", $14.69 
4,5/31/2019,110," $1,649 ", $14.99 
4,5/30/2019,94," $1,409 ", $14.99 
4,5/29/2019,93," $1,388 ", $14.93 
4,5/28/2019,113," $1,681 ", $14.87 
4,5/27/2019,85," $1,274 ", $14.99 
4,5/26/2019,106," $1,589 ", $14.99 
4,5/25/2019,80," $1,199 ", $14.99 
4,5/24/2019,101," $1,514 ", $14.99 
4,5/23/2019,74," $1,109 ", $14.99 
4,5/22/2019,101," $1,514 ", $14.99 
4,5/21/2019,117," $1,754 ", $14.99 
4,5/20/2019,119," $1,784 ", $14.99 
4,5/19/2019,132," $1,759 ", $13.33 
4,5/18/2019,115," $1,724 ", $14.99 
4,5/17/2019,122," $1,829 ", $14.99 
4,5/16/2019,131," $1,778 ", $13.57 
4,5/15/2019,113," $1,582 ", $14.00 
4,5/14/2019,105," $1,533 ", $14.60 
4,5/13/2019,112," $1,679 ", $14.99 
4,5/12/2019,132," $1,979 ", $14.99 
4,5/11/2019,124," $1,743 ", $14.06 
4,5/10/2019,123," $1,838 ", $14.95 
4,5/9/2019,93," $1,394 ", $14.99 
4,5/8/2019,61, $908 , $14.88 
4,5/7/2019,91," $1,364 ", $14.99 
4,5/6/2019,139," $1,863 ", $13.40 
4,5/5/2019,104," $1,559 ", $14.99 
4,5/4/2019,101," $1,514 ", $14.99 
4,5/3/2019,83," $1,244 ", $14.99 
4,5/2/2019,103," $1,503 ", $14.59 
4,5/1/2019,109," $1,568 ", $14.39 
4,4/30/2019,141," $1,867 ", $13.24 
4,4/29/2019,90," $1,349 ", $14.99 
4,4/28/2019,61, $914 , $14.99 
4,4/27/2019,127," $1,904 ", $14.99 
4,4/26/2019,122," $1,829 ", $14.99 
4,4/25/2019,167," $1,995 ", $11.94 
4,4/24/2019,131," $1,932 ", $14.75 
4,4/23/2019,101," $1,514 ", $14.99 
4,4/22/2019,135," $1,876 ", $13.90 
4,4/21/2019,167," $1,956 ", $11.71 
4,4/20/2019,108," $1,619 ", $14.99 
4,4/19/2019,159," $2,103 ", $13.23 
4,4/18/2019,138," $1,849 ", $13.40 
4,4/17/2019,90," $1,349 ", $14.99 
4,4/16/2019,145," $2,174 ", $14.99 
4,4/15/2019,95," $1,424 ", $14.99 
4,4/14/2019,46, $685 , $14.89 
4,4/13/2019,154," $2,074 ", $13.47 
4,4/12/2019,78," $1,169 ", $14.99 
4,4/11/2019,94," $1,409 ", $14.99 
4,4/10/2019,105," $1,574 ", $14.99 
4,4/9/2019,112," $1,679 ", $14.99 
4,4/8/2019,185," $2,111 ", $11.41 
4,4/7/2019,145," $1,900 ", $13.10 
4,4/6/2019,179," $2,252 ", $12.58 
4,4/5/2019,147," $2,036 ", $13.85 
4,4/4/2019,89," $1,265 ", $14.21 
4,4/3/2019,112," $1,679 ", $14.99 
4,4/2/2019,141," $2,114 ", $14.99 
4,4/1/2019,232," $1,882 ", $8.11 
4,3/31/2019,107," $1,604 ", $14.99 
4,3/30/2019,76," $1,139 ", $14.99 
4,3/29/2019,106," $1,589 ", $14.99 
4,3/28/2019,136," $1,801 ", $13.24 
4,3/27/2019,82," $1,229 ", $14.99 
4,3/26/2019,113," $1,692 ", $14.97 
4,3/25/2019,99," $1,481 ", $14.96 
4,3/24/2019,77," $1,154 ", $14.99 
4,3/23/2019,131," $1,783 ", $13.61 
4,3/22/2019,103," $1,544 ", $14.99 
4,3/21/2019,127," $1,893 ", $14.91 
4,3/20/2019,118," $1,769 ", $14.99 
4,3/19/2019,95," $1,424 ", $14.99 
4,3/18/2019,119," $1,628 ", $13.68 
4,3/17/2019,119," $1,784 ", $14.99 
4,3/16/2019,147," $2,204 ", $14.99 
4,3/15/2019,99," $1,484 ", $14.99 
4,3/14/2019,74," $1,109 ", $14.99 
4,3/13/2019,144," $1,740 ", $12.08 
4,3/12/2019,101," $1,514 ", $14.99 
4,3/11/2019,123," $1,844 ", $14.99 
4,3/10/2019,97," $1,454 ", $14.99 
4,3/9/2019,90," $1,349 ", $14.99 
4,3/8/2019,98," $1,469 ", $14.99 
4,3/7/2019,150," $1,801 ", $12.00 
4,3/6/2019,122," $1,738 ", $14.24 
4,3/5/2019,83," $1,244 ", $14.99 
4,3/4/2019,104," $1,559 ", $14.99 
4,3/3/2019,151," $2,141 ", $14.18 
4,3/2/2019,95," $1,424 ", $14.99 
4,3/1/2019,130," $1,949 ", $14.99 
4,2/28/2019,116," $1,739 ", $14.99 
4,2/27/2019,189," $2,343 ", $12.39 
4,2/26/2019,110," $1,649 ", $14.99 
4,2/25/2019,87," $1,304 ", $14.99 
4,2/24/2019,109," $1,623 ", $14.89 
4,2/23/2019,94," $1,409 ", $14.99 
4,2/22/2019,90," $1,349 ", $14.99 
4,2/21/2019,111," $1,528 ", $13.76 
4,2/20/2019,79," $1,184 ", $14.99 
4,2/19/2019,89," $1,281 ", $14.39 
4,2/18/2019,104," $1,417 ", $13.62 
4,2/17/2019,106," $1,589 ", $14.99 
4,2/16/2019,97," $1,380 ", $14.23 
4,2/15/2019,126," $1,803 ", $14.31 
4,2/14/2019,84," $1,259 ", $14.99 
4,2/13/2019,151," $1,956 ", $12.95 
4,2/12/2019,121," $1,718 ", $14.20 
4,2/11/2019,122," $1,737 ", $14.24 
4,2/10/2019,180," $1,916 ", $10.65 
4,2/9/2019,135," $2,024 ", $14.99 
4,2/8/2019,136," $2,039 ", $14.99 
4,2/7/2019,121," $1,602 ", $13.24 
4,2/6/2019,92," $1,322 ", $14.37 
4,2/5/2019,77," $1,154 ", $14.99 
4,2/4/2019,173," $2,127 ", $12.30 
4,2/3/2019,181," $1,925 ", $10.63 
4,2/2/2019,61, $914 , $14.99 
4,2/1/2019,88," $1,319 ", $14.99 
4,1/31/2019,140," $2,099 ", $14.99 
4,1/30/2019,145," $2,110 ", $14.55 
4,1/29/2019,99," $1,468 ", $14.83 
4,1/28/2019,155," $2,061 ", $13.29 
4,1/27/2019,63, $944 , $14.99 
4,1/26/2019,106," $1,589 ", $14.99 
4,1/25/2019,178," $2,148 ", $12.07 
4,1/24/2019,104," $1,415 ", $13.60 
4,1/23/2019,125," $1,874 ", $14.99 
4,1/22/2019,108," $1,619 ", $14.99 
4,1/21/2019,126," $1,795 ", $14.24 
4,1/20/2019,92," $1,379 ", $14.99 
4,1/19/2019,129," $1,775 ", $13.76 
4,1/18/2019,183," $2,313 ", $12.64 
4,1/17/2019,119," $1,784 ", $14.99 
4,1/16/2019,73," $1,094 ", $14.99 
4,1/15/2019,135," $2,024 ", $14.99 
4,1/14/2019,139," $2,084 ", $14.99 
4,1/13/2019,100," $1,488 ", $14.88 
4,1/12/2019,89," $1,334 ", $14.99 
4,1/11/2019,202," $2,047 ", $10.13 
4,1/10/2019,92," $1,379 ", $14.99 
4,1/9/2019,78," $1,169 ", $14.99 
4,1/8/2019,79," $1,162 ", $14.71 
4,1/7/2019,94," $1,350 ", $14.37 
4,1/6/2019,153," $1,981 ", $12.95 
4,1/5/2019,63, $944 , $14.99 
4,1/4/2019,148," $1,992 ", $13.46 
4,1/3/2019,117," $1,754 ", $14.99 
4,1/2/2019,101," $1,514 ", $14.99 
4,1/1/2019,151," $1,972 ", $13.06 
5,8/31/2019,86," $1,413 ", $16.43 
5,8/30/2019,134," $2,009 ", $14.99 
5,8/29/2019,78," $1,169 ", $14.99 
5,8/28/2019,93," $1,378 ", $14.82 
5,8/27/2019,96," $1,339 ", $13.94 
5,8/26/2019,121," $1,814 ", $14.99 
5,8/25/2019,140," $2,047 ", $14.62 
5,8/24/2019,129," $1,934 ", $14.99 
5,8/23/2019,108," $1,619 ", $14.99 
5,8/22/2019,103," $1,544 ", $14.99 
5,8/21/2019,140," $1,813 ", $12.95 
5,8/20/2019,104," $1,559 ", $14.99 
5,8/19/2019,132," $1,979 ", $14.99 
5,8/18/2019,174," $1,910 ", $10.98 
5,8/17/2019,114," $1,709 ", $14.99 
5,8/16/2019,88," $1,319 ", $14.99 
5,8/15/2019,122," $1,829 ", $14.99 
5,8/14/2019,85," $1,263 ", $14.86 
5,8/13/2019,196," $2,425 ", $12.37 
5,8/12/2019,105," $1,574 ", $14.99 
5,8/11/2019,89," $1,334 ", $14.99 
5,8/10/2019,80," $1,199 ", $14.99 
5,8/9/2019,108," $1,526 ", $14.13 
5,8/8/2019,100," $1,491 ", $14.91 
5,8/7/2019,110," $1,649 ", $14.99 
5,8/6/2019,133," $1,658 ", $12.47 
5,8/5/2019,118," $1,769 ", $14.99 
5,8/4/2019,122," $1,762 ", $14.44 
5,8/3/2019,110," $1,477 ", $13.42 
5,8/2/2019,87," $1,304 ", $14.99 
5,8/1/2019,109," $1,634 ", $14.99 
5,7/31/2019,112," $1,602 ", $14.31 
5,7/30/2019,161," $2,413 ", $14.99 
5,7/29/2019,112," $1,679 ", $14.99 
5,7/28/2019,86," $1,289 ", $14.99 
5,7/27/2019,105," $1,552 ", $14.78 
5,7/26/2019,62, $929 , $14.99 
5,7/25/2019,59, $884 , $14.99 
5,7/24/2019,162," $2,212 ", $13.65 
5,7/23/2019,148," $2,114 ", $14.29 
5,7/22/2019,123," $1,717 ", $13.96 
5,7/21/2019,79," $1,131 ", $14.31 
5,7/20/2019,155," $1,900 ", $12.26 
5,7/19/2019,155," $2,008 ", $12.95 
5,7/18/2019,144," $1,864 ", $12.94 
5,7/17/2019,157," $1,792 ", $11.42 
5,7/16/2019,220," $2,371 ", $10.78 
5,7/15/2019,93," $1,382 ", $14.86 
5,7/14/2019,111," $1,617 ", $14.56 
5,7/13/2019,105," $1,574 ", $14.99 
5,7/12/2019,118," $1,769 ", $14.99 
5,7/11/2019,117," $1,754 ", $14.99 
5,7/10/2019,137," $1,802 ", $13.15 
5,7/9/2019,90," $1,349 ", $14.99 
5,7/8/2019,127," $1,636 ", $12.88 
5,7/7/2019,128," $1,770 ", $13.83 
5,7/6/2019,150," $1,970 ", $13.13 
5,7/5/2019,111," $1,664 ", $14.99 
5,7/4/2019,117," $1,754 ", $14.99 
5,7/3/2019,93," $1,350 ", $14.52 
5,7/2/2019,97," $1,454 ", $14.99 
5,7/1/2019,123," $1,512 ", $12.29 
5,6/30/2019,81," $1,214 ", $14.99 
5,6/29/2019,111," $1,624 ", $14.63 
5,6/28/2019,174," $2,133 ", $12.26 
5,6/27/2019,175," $2,170 ", $12.40 
5,6/26/2019,103," $1,542 ", $14.97 
5,6/25/2019,148," $1,917 ", $12.95 
5,6/24/2019,94," $1,403 ", $14.92 
5,6/23/2019,128," $1,919 ", $14.99 
5,6/22/2019,102," $1,529 ", $14.99 
5,6/21/2019,130," $1,949 ", $14.99 
5,6/20/2019,112," $1,679 ", $14.99 
5,6/19/2019,76," $1,139 ", $14.99 
5,6/18/2019,111," $1,664 ", $14.99 
5,6/17/2019,188," $2,417 ", $12.85 
5,6/16/2019,128," $1,919 ", $14.99 
5,6/15/2019,93," $1,340 ", $14.41 
5,6/14/2019,106," $1,557 ", $14.69 
5,6/13/2019,88," $1,319 ", $14.99 
5,6/12/2019,74," $1,109 ", $14.99 
5,6/11/2019,86," $1,289 ", $14.99 
5,6/10/2019,101," $1,514 ", $14.99 
5,6/9/2019,100," $1,499 ", $14.99 
5,6/8/2019,87," $1,304 ", $14.99 
5,6/7/2019,123," $1,611 ", $13.10 
5,6/6/2019,171," $2,235 ", $13.07 
5,6/5/2019,109," $1,618 ", $14.84 
5,6/4/2019,84," $1,259 ", $14.99 
5,6/3/2019,90," $1,278 ", $14.20 
5,6/2/2019,101," $1,514 ", $14.99 
5,6/1/2019,108," $1,619 ", $14.99 
5,5/31/2019,60, $899 , $14.99 
5,5/30/2019,142," $1,949 ", $13.72 
5,5/29/2019,190," $2,520 ", $13.26 
5,5/28/2019,125," $1,874 ", $14.99 
5,5/27/2019,182," $2,066 ", $11.35 
5,5/26/2019,106," $1,589 ", $14.99 
5,5/25/2019,169," $2,128 ", $12.59 
5,5/24/2019,101," $1,514 ", $14.99 
5,5/23/2019,125," $1,553 ", $12.43 
5,5/22/2019,98," $1,469 ", $14.99 
5,5/21/2019,93," $1,394 ", $14.99 
5,5/20/2019,131," $1,964 ", $14.99 
5,5/19/2019,111," $1,664 ", $14.99 
5,5/18/2019,134," $2,007 ", $14.98 
5,5/17/2019,139," $1,882 ", $13.54 
5,5/16/2019,94," $1,405 ", $14.94 
5,5/15/2019,121," $1,748 ", $14.45 
5,5/14/2019,147," $2,204 ", $14.99 
5,5/13/2019,99," $1,484 ", $14.99 
5,5/12/2019,136," $1,941 ", $14.27 
5,5/11/2019,179," $2,022 ", $11.30 
5,5/10/2019,96," $1,439 ", $14.99 
5,5/9/2019,110," $1,649 ", $14.99 
5,5/8/2019,87," $1,304 ", $14.99 
5,5/7/2019,111," $1,664 ", $14.99 
5,5/6/2019,116," $1,682 ", $14.50 
5,5/5/2019,104," $1,559 ", $14.99 
5,5/4/2019,151," $1,761 ", $11.66 
5,5/3/2019,77," $1,154 ", $14.99 
5,5/2/2019,103," $1,544 ", $14.99 
5,5/1/2019,102," $1,529 ", $14.99 
5,4/30/2019,106," $1,513 ", $14.28 
5,4/29/2019,80," $1,199 ", $14.99 
5,4/28/2019,124," $1,859 ", $14.99 
5,4/27/2019,82," $1,229 ", $14.99 
5,4/26/2019,108," $1,619 ", $14.99 
5,4/25/2019,169," $2,104 ", $12.45 
5,4/24/2019,150," $1,964 ", $13.09 
5,4/23/2019,138," $1,919 ", $13.90 
5,4/22/2019,116," $1,739 ", $14.99 
5,4/21/2019,171," $2,253 ", $13.17 
5,4/20/2019,108," $1,619 ", $14.99 
5,4/19/2019,127," $1,869 ", $14.72 
5,4/18/2019,154," $1,861 ", $12.08 
5,4/17/2019,107," $1,535 ", $14.34 
5,4/16/2019,110," $1,649 ", $14.99 
5,4/15/2019,137," $1,927 ", $14.07 
5,4/14/2019,80," $1,199 ", $14.99 
5,4/13/2019,108," $1,589 ", $14.71 
5,4/12/2019,122," $1,618 ", $13.26 
5,4/11/2019,96," $1,439 ", $14.99 
5,4/10/2019,112," $1,654 ", $14.77 
5,4/9/2019,123," $1,844 ", $14.99 
5,4/8/2019,124," $1,725 ", $13.91 
5,4/7/2019,116," $1,739 ", $14.99 
5,4/6/2019,174," $1,784 ", $10.25 
5,4/5/2019,121," $1,814 ", $14.99 
5,4/4/2019,131," $1,813 ", $13.84 
5,4/3/2019,69," $1,034 ", $14.99 
5,4/2/2019,107," $1,604 ", $14.99 
5,4/1/2019,141," $1,773 ", $12.57 
5,3/31/2019,156," $2,336 ", $14.98 
5,3/30/2019,98," $1,469 ", $14.99 
5,3/29/2019,123," $1,711 ", $13.91 
5,3/28/2019,137," $2,054 ", $14.99 
5,3/27/2019,109," $1,568 ", $14.39 
5,3/26/2019,96," $1,439 ", $14.99 
5,3/25/2019,114," $1,709 ", $14.99 
5,3/24/2019,87," $1,304 ", $14.99 
5,3/23/2019,78," $1,169 ", $14.99 
5,3/22/2019,118," $1,617 ", $13.70 
5,3/21/2019,95," $1,402 ", $14.76 
5,3/20/2019,205," $2,247 ", $10.96 
5,3/19/2019,131," $1,725 ", $13.17 
5,3/18/2019,128," $1,754 ", $13.70 
5,3/17/2019,200," $2,467 ", $12.34 
5,3/16/2019,99," $1,387 ", $14.01 
5,3/15/2019,155," $1,941 ", $12.52 
5,3/14/2019,106," $1,589 ", $14.99 
5,3/13/2019,82," $1,229 ", $14.99 
5,3/12/2019,65, $974 , $14.99 
5,3/11/2019,106," $1,589 ", $14.99 
5,3/10/2019,118," $1,769 ", $14.99 
5,3/9/2019,115," $1,724 ", $14.99 
5,3/8/2019,79," $1,184 ", $14.99 
5,3/7/2019,169," $2,096 ", $12.40 
5,3/6/2019,80," $1,199 ", $14.99 
5,3/5/2019,91," $1,364 ", $14.99 
5,3/4/2019,139," $1,784 ", $12.83 
5,3/3/2019,123," $1,650 ", $13.41 
5,3/2/2019,114," $1,652 ", $14.49 
5,3/1/2019,95," $1,389 ", $14.63 
5,2/28/2019,90," $1,349 ", $14.99 
5,2/27/2019,98," $1,365 ", $13.93 
5,2/26/2019,87," $1,304 ", $14.99 
5,2/25/2019,174," $2,319 ", $13.33 
5,2/24/2019,92," $1,379 ", $14.99 
5,2/23/2019,108," $1,619 ", $14.99 
5,2/22/2019,134," $2,009 ", $14.99 
5,2/21/2019,121," $1,814 ", $14.99 
5,2/20/2019,100," $1,499 ", $14.99 
5,2/19/2019,97," $1,454 ", $14.99 
5,2/18/2019,129," $1,922 ", $14.90 
5,2/17/2019,153," $2,208 ", $14.43 
